graph_name,total_depth,mean_depth,relative_asymmetry
16005,17.0,1.8888888888888888,0.2222222222222222
60811,22.0,2.2,0.2666666666666667
25302,16.0,2.0,0.2857142857142857
64118,13.0,1.8571428571428572,0.28571428571428575
26648,20.0,2.5,0.42857142857142855
60351,7.0,1.1666666666666667,0.0666666666666667
71057,3.0,0.3,-0.15555555555555556
34741,1.0,0.25,-0.5
45208,21.0,1.9090909090909092,0.18181818181818182
97835,17.0,2.4285714285714284,0.4761904761904761
146965,24.0,2.6666666666666665,0.41666666666666663
64191,6.0,1.2,0.09999999999999998
6226,22.0,2.75,0.5
52162,16.0,2.6666666666666665,0.6666666666666666
139757,15.0,2.142857142857143,0.38095238095238093
5542,13.0,2.6,0.8
97262,20.0,2.857142857142857,0.6190476190476191
32222,-4.0,-0.4444444444444444,-0.3611111111111111
21728,13.0,0.9285714285714286,-0.010989010989010985
71314,13.0,1.625,0.17857142857142858
43563,12.0,2.0,0.4
14148,12.0,1.3333333333333333,0.08333333333333331
13324,10.0,1.1111111111111112,0.02777777777777779
30215,13.0,1.4444444444444444,0.1111111111111111
45169,-3.0,-0.42857142857142855,-0.4761904761904762
109311,9.0,0.9,-0.022222222222222216
132563,9.0,0.75,-0.045454545454545456
48153,-3.0,-0.6,-0.8
107218,22.0,2.0,0.2
24020,16.0,2.2857142857142856,0.42857142857142855
17531,5.0,0.625,-0.10714285714285714
109342,8.0,0.5,-0.06666666666666667
147833,16.0,2.2857142857142856,0.42857142857142855
147685,16.0,2.0,0.2857142857142857
157840,20.0,2.5,0.42857142857142855
39443,10.0,1.4285714285714286,0.14285714285714288
13126,15.0,2.142857142857143,0.38095238095238093
108302,5.0,0.4166666666666667,-0.10606060606060605
22633,18.0,1.3846153846153846,0.0641025641025641
33784,21.0,2.625,0.4642857142857143
56970,18.0,2.5714285714285716,0.5238095238095238
12150,17.0,1.7,0.15555555555555556
23708,19.0,2.7142857142857144,0.5714285714285715
51056,19.0,2.111111111111111,0.2777777777777778
36103,11.0,1.2222222222222223,0.05555555555555558
23700,15.0,2.142857142857143,0.38095238095238093
109575,6.0,0.6666666666666666,-0.08333333333333334
6742,17.0,1.8888888888888888,0.2222222222222222
13277,18.0,1.8,0.17777777777777778
106430,26.0,2.0,0.16666666666666666
9001,20.0,2.5,0.42857142857142855
105741,9.0,0.6428571428571429,-0.05494505494505494
135432,11.0,1.8333333333333333,0.3333333333333333
32616,18.0,2.25,0.35714285714285715
100759,15.0,1.6666666666666667,0.16666666666666669
157811,9.0,1.125,0.03571428571428571
37582,14.0,2.0,0.3333333333333333
16228,42.0,3.0,0.3076923076923077
59617,4.0,0.8,-0.09999999999999998
106340,28.0,2.5454545454545454,0.3090909090909091
29207,21.0,2.625,0.4642857142857143
66803,16.0,2.2857142857142856,0.42857142857142855
32043,5.0,0.7142857142857143,-0.09523809523809523
52291,23.0,1.9166666666666667,0.16666666666666669
68743,5.0,0.625,-0.10714285714285714
148793,8.0,0.8888888888888888,-0.02777777777777779
40039,2.0,0.3333333333333333,-0.2666666666666667
108308,5.0,0.4166666666666667,-0.10606060606060605
33843,13.0,2.1666666666666665,0.4666666666666666
60379,11.0,1.8333333333333333,0.3333333333333333
107021,31.0,2.8181818181818183,0.36363636363636365
142562,14.0,1.5555555555555556,0.1388888888888889
53742,25.0,2.7777777777777777,0.4444444444444444
24803,21.0,2.3333333333333335,0.33333333333333337
106938,20.0,1.8181818181818181,0.16363636363636364
37649,1.0,0.14285714285714285,-0.28571428571428575
16735,11.0,1.1,0.02222222222222224
54722,-5.0,-0.45454545454545453,-0.2909090909090909
53733,25.0,2.7777777777777777,0.4444444444444444
28577,23.0,2.3,0.28888888888888886
53125,4.0,0.5714285714285714,-0.14285714285714288
19193,9.0,1.0,0.0
35526,20.0,2.5,0.42857142857142855
53715,23.0,2.5555555555555554,0.38888888888888884
108004,11.0,1.2222222222222223,0.05555555555555558
53655,20.0,2.2222222222222223,0.3055555555555556
16523,13.0,2.1666666666666665,0.4666666666666666
25387,13.0,1.625,0.17857142857142858
95906,12.0,1.3333333333333333,0.08333333333333331
111650,22.0,2.2,0.2666666666666667
98688,24.0,2.4,0.3111111111111111
15984,10.0,1.25,0.07142857142857142
13121,18.0,2.25,0.35714285714285715
53585,-1.0,-0.16666666666666666,-0.4666666666666667
10890,17.0,1.7,0.15555555555555556
109563,9.0,1.125,0.03571428571428571
148553,10.0,1.4285714285714286,0.14285714285714288
70861,1.0,0.25,-0.5
50370,17.0,1.7,0.15555555555555556
44053,21.0,2.3333333333333335,0.33333333333333337
105957,10.0,0.7692307692307693,-0.03846153846153846
67394,23.0,2.5555555555555554,0.38888888888888884
25792,24.0,2.4,0.3111111111111111
62042,8.0,1.6,0.30000000000000004
6690,18.0,1.8,0.17777777777777778
18914,13.0,1.4444444444444444,0.1111111111111111
50943,14.0,1.75,0.21428571428571427
108253,5.0,0.5555555555555556,-0.1111111111111111
100268,22.0,2.4444444444444446,0.36111111111111116
48064,12.0,1.3333333333333333,0.08333333333333331
104786,23.0,1.9166666666666667,0.16666666666666669
12626,12.0,2.4,0.7
107094,-2.0,-0.2222222222222222,-0.3055555555555556
28891,10.0,1.25,0.07142857142857142
107213,21.0,1.9090909090909092,0.18181818181818182
97416,21.0,1.6153846153846154,0.10256410256410257
107283,-3.0,-0.3,-0.2888888888888889
93141,10.0,1.6666666666666667,0.2666666666666667
157809,12.0,1.7142857142857142,0.23809523809523805
67931,13.0,1.625,0.17857142857142858
159320,20.0,2.0,0.2222222222222222
39162,12.0,1.3333333333333333,0.08333333333333331
130508,17.0,1.5454545454545454,0.10909090909090909
57682,22.0,2.0,0.2
107052,21.0,1.9090909090909092,0.18181818181818182
